Sighting ID,EventDate,EventTime,Duration,City,State,Country,Lat,Lon,TotalObservers,Summary,NumShips,Shape,NUFORC Note,Explanation,Certainty,Highlight
30599,11/2/2000,4:30 PM,45 sec,Cardinal ,ON,Canada,44.7890482,-75.383218,2,"It was getting cold and I had changed our heating system from Gas to Wood , just installing a new wood stove Selkirk .

as the pieces",5,Oval,"Case will be forewarded to Brian Vike, Director of HBCCUFO, for follow-up investigation.  Date is approximate.  PD",,,0
49973,4/4/2006,8:23 PM,2 hrs,Vancouver ,BC,Canada,49.2827291,-123.1207375,4,"triangle objects hoovered  an hour,flashing red, blue sometimes green lights, then it gradually moved. ((NUFORC Note:  Star??))",4,Triangle,"Celestial body, possibly a twinkling star, we suspect.  PD",,,0
174295,2/3/2023,4:30 PM,20 min,Westbank,BC,Canada,49.8313652,-119.6281931,1,Large cloud shaped object moving directly across the sky in opposition to the wind and other clouds leaving a trail.,2,Changing,Cloud,,,0
30675,8/12/2003,8:23 PM,45 secinds,East London ,ON,Canada,42.9797127,-81.2000944,3,Green upside down triangle w/ red light top left corner. then zagging across the sky very fast,1,Triangle,"Curiously, the witness indicates that the date of the incident is approximate, even though it allegedly had occurred just the day before the report was submitted.  PD",,,0
83142,8/13/2011,10:15 PM,5 minutes,Bradford ,ON,Canada,44.1109858,-79.5794265,4,Orange circles that came from no where made a upside dipper did not move then disappeared.  Then more lights came.,12,Other,Date above has been corrected.  PD,,,0
20731,9/25/1997,2:00 AM,15min,Toronto ,ON,Canada,43.653226,-79.3831843,5,bright round object zig zaging back and forth up and down over lake ontario canada side.,1,Light,Date and time are approximate.  PD,,,0
43376,9/15/2002,10:00 PM,5 seconds,Armstrong ,ON,Canada,50.4476983,-119.1969938,1,Large formation of UFO's over sunset in Northern Canada,10,Formation,"Date and time are approximate.  Witness provides photograph of setting Sun, with nine bright objects in two formations, against the evening sky.  Interesting photograph, in our opinion.  PD",,,0
28135,3/11/2003,3:00 AM,5 minutes,"Thunderbay, Ontario ",ON,Canada,48.3808951,-89.2476823,15,"one was v shaped then cloaked,the other one was round orange and huge",2,Triangle,"Date and time may be approximate, althought the witness does not incate that fact.  Please see other report, which indicates a possible date of March 10, 2003, from Thunderbay.  We will attempt to confirm the date of the event.  We do not know if the witness implies a daytime, or morning, sighting.  PD",,,0
81022,5/15/2008,2:30 AM,5 mins,Ballinafad ,ON,Canada,43.6928861,-80.0073768,1,super bright lights hovering above tree line,1,Light,"Date and time were not indicated by the witness, initially.  An addendum from the witness indicates that the event occurred at between 2:00 and 3:00 a.m., sometime in May 2008.  PD",,,0
57437,6/27/2007,3:00 AM,8 min,Halifax ,NS,Canada,44.8857087,-63.1005273,1,"neon green, disappears and reappears",1,Cigar,Date corrected.  PD,,,0
48347,6/1/1966,10:00 PM,20 min,Three Rivers ,NB,Canada,45.8057978,-65.0681766,3,cigar like object very large 300+ft 300 ft off ground remote location crossing valley along t.c. newbrunswick canada,1,Cigar,Date in 1966 is approximate.  PD,,,0
23513,8/2/1999,2:00 PM,10 seconds,Ontario ,ON,Canada,51.253775,-85.3232139,1,Fire in the sky,2,Fireball,Date in 1999 is approximate; location in Ontario is not indicated.  Witness elects to remain anonymous.  PD,,,0
22221,8/15/1968,7:00 PM,5 minutes,St. Laurent ,QC,Canada,45.5025757,-73.706127,3,"Dear Mr. Davenport : A couple weeks back, on Jeff Rense’s radio show, you asked people to come forward with their testimonies, even if ",100,Formation,Date in August 1968 is approximate.  PD,,,0
28949,8/15/2001,9:30 PM,2 min,Laval ,QC,Canada,45.6066487,-73.712409,2,its was flying up  passed a plane whit 3 lights under it looked like a diamond shape whit little lighs beside then the lights went off,1,Diamond,Date in August 2001 is approximate.  PD,,,0
24805,7/15/2000,1:00 PM,30 sec.,Amherstburg ,ON,Canada,42.1013779,-83.1086977,2,"Saw a cluster of silver orbs standing stationary in the sky in broad daylight ,while on our motorcycle .I told my husband and he looked",5,Orb,Date in July 2000 is approximate.  PD,,,0
24932,6/15/1979,9:30 PM,5 min.,Lavigne ,ON,Canada,46.3277962,-80.1701957,2,still unexplained lights and craft seen in northern Ontario.,4,Triangle,Date in June 1979 is approximate.  PD,,,0
75726,7/1/1988,10:00 PM,30 minutes,Sarnia/Blue Point area,ON,Canada,42.974536,-82.4065901,2,White light followed our car as we drove home from Sarnia to Blue Point,1,Light,Date in summer of 1988 is approximate.  PD,,,0
134602,4/22/2001,3:00 AM,Moments,Niagara Falls,ON,Canada,43.0895577,-79.0849436,2,"Silent propulsion, chevron shaped, flying low overhead.",1,Chevron,Date indicated by witness may be approximate.  PD,,,0
28532,6/15/1996,10:00 PM,about 5 seconds,Toronto ,ON,Canada,43.653226,-79.3831843,1,The bright blue object moved very fast across the sky and it was visible as it went on front of the moon that it was sphere shaped.,1,Sphere,Date is 1996 is approximate.  We have assigned an approximate date.  PD,,,0
26433,11/26/1998,10:30 PM,5 min.,"St. Marys, Ontario ",ON,Canada,43.2595868,-81.140653,4,It stopped and hovered silently for about 2 min.,1,Rectangle,Date is approximate,,,0
28825,12/15/1968,5:30 PM,5-10 MIN.,Richmond ,BC,Canada,49.1665898,-123.133569,1,rainbow lighting travelled around the object,0,Disk,Date is approximate,,,0
28161,3/11/2003,3:00 PM,3 seconds,Shabaqua (Thunder Bay)  ,ON,Canada,48.575721,-89.905982,2,A orange fireball.,1,Fireball,"Date is approximate, but it may have been March 11, 2003.  Please see related report for that date.  We have amended the date above to March 11, assuming that to be the correct date, indicated by the second report.  PD",,,0
17381,1/1/1956,1:30 AM,unknown,Fort Erie ,ON,Canada,42.9017764,-78.9721745,1,abduction and experimentation.,1,Unknown,Date is approximate.,,,0
34856,11/28/2003,11:00 AM,pm,Surrey ,BC,Canada,49.1913466,-122.8490125,2,FIive glowing light travelling in a speed about 300~600km per hour or higher.,1,Other,"Date is approximate.  English is not the native language of the witness.  We do not know if he implies a sighting at 11:00 a.m., or p.m..  We will attempt to clarify.  PD",,,0
35675,8/6/2002,11:00 PM,30 seconds,Tofino ,BC,Canada,49.1529842,-125.9066184,3,Disk shaped with three lights and orange haze and trail seemed to come towards earth and move east over a beach in british columbia.,1,Disk,"Date is approximate.  Forwarded to Brian Vike, HBCCUFO.  PD",,,0
24519,1/15/1990,10:00 PM,Maby 1 minute?,Sydney ,NS,Canada,46.1367899,-60.194224,15,Light overhead in Sydney Nova Scotia,1,Light,"Date is approximate.  NUFORC received a similar report from a mother in Traverse City, MI, regarding a disc-shaped object that approached four children sledding on a nearby hill on December 29, 1994.  PD",,,0
35708,6/1/1978,10:30 PM,2-4 min,Dryden ,ON,Canada,49.7800938,-92.8369592,6,"2 ufo's over Dryden,Ont,late 70's",2,Sphere,"Date is approximate.  One can type to any length in the ""Description"" box of the NUFORC report form.  PD",,,0
30618,9/15/1960,9:30 PM,20 minutes,Barrhead ,AB,Canada,54.1229824,-114.4017497,5,"HBCCUFO CANADIAN REPORT:  Daddy, there is a stop light sitting in the grain field.",1,Other,Date is approximate.  Our gratitude to Brian Vike for sharing this report with NUFORC.  PD,,,0
30619,8/15/1960,11:00 PM,not given,Barrhead ,AB,Canada,54.1229824,-114.4017497,1,HBCCUFO CANADIAN REPORT:  five objects hovering over a power sub station.,5,Light,Date is approximate.  Our gratitude to Brian Vike for sharing this report with NUFORC.  PD,,,0
22961,7/15/1974,7:30 PM,3 seconds,Matheson ,ON,Canada,48.5338059,-80.4640886,16,"Big Orange sphere traveling very high rate of speed,no noise like a sonic boom,no vapor trail left,no descending like something falling",1,Sphere,Date is approximate.  PD,,,0
34042,9/18/1991,11:00 PM,about one minute,Montreal ,QC,Canada,45.5018869,-73.5673919,12,Black Triangle over Montreal,0,Triangle,Date is approximate.  PD,,,0
29332,8/1/2002,9:25 PM,10minutes,Coquitlam ,BC,Canada,49.2837626,-122.7932065,7,"3 different shaped ufos met in sky,they all came from a different direction and stayed there for about 10 minutes spinning and twirling",3,Cylinder,Date is approximate.  PD,,,0
31809,6/15/1972,5:00 PM,1 hour,Saskatchewan (southwestern) ,SK,Canada,52.157902,-106.6701577,7,Unearthly Metalic Disc,1,Disk,Date is approximate.  PD,,,0
39392,8/23/2000,12:00 AM,Meteor shower,70 Mile House ,BC,Canada,51.303136,-121.395769,7,"It was as bright as a star, and it appeared as if it were avoiding them too, as was zigzaging away.",1,Other,Date is approximate.  PD,,,0
16175,7/1/1975,4:00 PM,1 or 2 hours?,Toronto ,ON,Canada,43.653226,-79.3831843,5,Sphere with Lion's Head Hatch lands - I'm swtiched off and lose time.,1,Other,Date is approximate.  PD,,,0
23111,8/1/1979,4:20 PM,3-5min,Fort Frances ,ON,Canada,48.6099494,-93.3955282,5,"metallic, silent cylinders dropped silently and moved off",1,Other,Date is approximate.  PD,,,0
33530,8/11/1991,10:30 PM,approx 1 minute,Montreal ,QC,Canada,45.5018869,-73.5673919,5,"HBCCUFO CANADIAN REPORT:  A cube, or rectangular is shape and charcoal in color.",1,Rectangle,Date is approximate.  PD,,,0
35068,6/19/1998,9:00 PM,15 min,Charlottetown ,PE,Canada,46.23824,-63.1310704,5,Hovering craft over water,1,Triangle,Date is approximate.  PD,,,0
27527,8/15/2001,2:00 AM,approx 1 min,Fort St. James ,BC,Canada,54.4440119,-124.2579297,4,Triangular light pattern merged into one then vanished.,3,Formation,Date is approximate.  PD,,,0
27012,6/23/1981,10:00 PM,five minutes,Neufchatel ,QC,Canada,46.8328353,-71.35145,4,"Cigar like shape object,  floating over a field, had red lights and was making a  humming sound.",1,Cigar,Date is approximate.  PD,,,0
38544,4/4/1997,1:00 AM,1 and a half hours,Regina ,SK,Canada,50.4452112,-104.6188944,4,"I was driving down a stretch of highway, just outside of regina. I was about an hour or so from reaching moosejaw. With me was my mothe",1,Fireball,Date is approximate.  PD,,,0
34907,1/15/1968,7:30 PM,+- 15 min ??,Memramcook ,NB,Canada,46.0044309,-64.5513093,4,Car sized flashing light followed silently overhead,1,Other,Date is approximate.  PD,,,0
34571,6/2/2003,1:00 AM,30 seconds?,Calgary ,AB,Canada,51.0447331,-114.0718831,4,Shape shifting object,1,Triangle,Date is approximate.  PD,,,0
33210,7/1/1987,8:30 PM,2 evenings,Niagara Falls ,ON,Canada,43.0895577,-79.0849436,4,The summer of 1987 was the time the stars themselves came out to dance!,0,Other,Date is approximate.  PD,,,0
34687,2/15/1998,7:00 PM,2-3 seconds,Kelowna ,BC,Canada,49.8863235,-119.4965917,3,"They made no sound and were moving very fast, it seemed like they were chasing each other or playing a game...",8,Light,Date is approximate.  PD,,,0
35036,6/15/1990,1:00 AM,30 seconds,Cambridge ,ON,Canada,43.3616211,-80.3144276,3,Seperate small white lights flew around eachother randlomly then formed a triangle formation and flew towards the moon eclipse.,7,Triangle,Date is approximate.  PD,,,0
34946,9/25/1997,11:00 PM,10-15 min,Toronto ,ON,Canada,43.653226,-79.3831843,3,reddish orange lights popping in and out of sky randomly all in different spots,5,Light,Date is approximate.  PD,,,0
94630,7/1/1960,10:00 PM,17 minutes,Midland ,ON,Canada,44.749516,-79.8921923,3,4 disc shapped crafts over Gerogen Bay ont.,4,Disk,Date is approximate.  PD,,,0
24688,6/15/1993,10:00 PM,approx. 8 minutes,Moncton ,NB,Canada,46.0878165,-64.7782313,3,"we were parked in the woods, with my headlights turned off. 3 of us. I had trouble turning the small volkswagon around on that narrow r",4,Disk,Date is approximate.  PD,,,0
33869,5/15/1953,4:00 PM,20-30 sec,Toronto ,ON,Canada,43.653226,-79.3831843,3,3 discs in formation flipping into clouds and descending  out of them.,3,Disk,Date is approximate.  PD,,,0
16381,9/7/1999,11:08 PM,3 minutes,Restoule ,ON,Canada,46.02686,-79.719627,3,We  thought  it  was  one      but  it  was  3 different   objects,3,Orb,Date is approximate.  PD,,,0
40268,6/15/1946,2:00 PM,15 min,Burnaby ,BC,Canada,49.2488091,-122.9805104,3,"I was six at the time,My mother and brother saw them as well. They were not moving,just stayed cloce to a cloud after which they starte",2,Cigar,Date is approximate.  PD,,,0
22336,7/1/1999,2:00 PM,1second,Montreal ,QC,Canada,45.5018869,-73.5673919,3,two black spheres high above.,2,Sphere,Date is approximate.  PD,,,0
24467,7/10/1994,9:30 PM,5 mins,Kingston (Near) ,ON,Canada,44.231345,-76.4809694,3,hovering craft,1,Circle,Date is approximate.  PD,,,0
8849,8/15/1999,11:30 PM,5 mins.,Windsor ,ON,Canada,42.3149367,-83.0363633,3,a brigh light shot across the sky after all of the street lights went out,1,Circle,Date is approximate.  PD,,,0
22815,6/14/1962,2:00 AM,45 - 60 seconds,Yorkton ,SK,Canada,51.2174482,-102.4739331,3,"Dull aluminum alien space craft ,silent,motionless hover,150 Ft. away,crystal clear view,country sighting,SCARY then!",1,Disk,Date is approximate.  PD,,,0
34981,5/30/1970,10:00 PM,45 min.,Brantford ,ON,Canada,43.1393867,-80.2644254,3,while watching the eclipse of the moon I noticed a light far out in the heavens that was quite larger and brighter then the other stars,1,Disk,Date is approximate.  PD,,,0
38734,12/16/1975,9:00 PM,1 hour,Cranberry Ortage ,MB,Canada,54.5856218,-101.3762873,3,Me and two of my friends were snowmobiling on lake atapapuskow and then we stop for a cigarette when we saw a light coming toward us we,1,Disk,Date is approximate.  PD,,,0
27987,8/15/1999,10:00 PM,20 seconds,Brampton ,ON,Canada,43.7315479,-79.7624177,3,"The object flew straight up towards the sky for approximately 15 seconds, got smaller then dissapeared.",1,Light,Date is approximate.  PD,,,0
35717,6/15/2001,4:00 AM,1 minute,Vancouver ,BC,Canada,49.2827291,-123.1207375,3,"Low flying silent light, takes off fast after 30-40 seconds of watching.",1,Light,Date is approximate.  PD,,,0
25585,7/1/1990,2:00 PM,15 seconds,Victoria ,BC,Canada,48.4284207,-123.3656444,3,"Uh, date is very approximate.  It happened within a year of the summer of 1990.  Event occurred mid-afternoon on a bright, clear summer",1,Oval,Date is approximate.  PD,,,0
16491,10/1/1967,7:00 PM,2 Minutes,Hudson's Hope ,BC,Canada,56.0357172,-121.9038286,3,Large round silver UFO in Peace River Valley 1966-67,1,Sphere,Date is approximate.  PD,,,0
29323,7/14/1983,12:30 AM,half an hour,Nelson House ,MB,Canada,55.7839842,-98.8867528,3,"What I saw was the darkest, crystal eyes I have ever seen!",0,Unknown,Date is approximate.  PD,,,0
27125,2/11/2001,12:30 AM,1:00,Bancroft ,ON,Canada,45.0558574,-77.8548814,2,iT WAS BETWEN 12:00 AND 1:00 AM WHEN I SEEN 5 FIRE BALL SHAPED OBJECTS AT MY FARM IN BANCROFT.  I WENT GET MY FREND AND WHEN I GOT BACK,5,Fireball,Date is approximate.  PD,,,0
16603,9/15/1996,11:30 PM,15 min.,Fort Nelson ,BC,Canada,58.8050174,-122.697236,2,"It was about 11:30 pm, A friend and I were on our way to attend a collage course in B.C.. We saw what looked like 3 round large balls o",4,Fireball,Date is approximate.  PD,,,0
19468,9/15/1996,11:30 PM,1 min.,Fort Nelson ,BC,Canada,58.8050174,-122.697236,2,The round lights looked very hot and  veried in color as they pulsated and hovered over the valley.,3,Fireball,Date is approximate.  PD,,,0
23438,8/1/1976,5:00 PM,1-2 minutes,Lockport (near Selkirk) ,MB,Canada,50.122462,-97.0460571,2,White light deposited two red lights and then zipped off into the sky.,3,Light,Date is approximate.  PD,,,0
24677,8/14/2000,10:00 PM,,Millbrook ,ON,Canada,44.15055,-78.4488677,2,There were 3 bright lights forming a triangle in the sky.,3,Light,Date is approximate.  PD,,,0
36315,12/26/2003,1:00 AM,around 45 min,Newmarket ,ON,Canada,44.059187,-79.461256,2,i was siting in a  truck  with a friend adn saw a light that were changing colors and kept on seperating into 3 lights  over and over a,3,Light,Date is approximate.  PD,,,0
16719,4/1/1998,9:00 PM,60 minutes,Niagara-on-the-Lake ,ON,Canada,43.2549988,-79.0772616,2,"Yellowish orbs over Lake Ontario, often in triangular formation",3,Orb,Date is approximate.  PD,,,0
24185,8/15/1978,2:30 PM,2 minutes,Amherst ,NS,Canada,45.8344395,-64.2123394,2,Grounded pyramid formation of 3 objects alternating in colour and making a grinding noise holding a slow steady course.,3,Other,Date is approximate.  PD,,,0
21862,6/15/2000,1:00 AM,3 seconds,Vancouver ,BC,Canada,49.2827291,-123.1207375,2,3 boomerang shaped lights moving sighlently across the night sky in a triangular formation.,3,Triangle,Date is approximate.  PD,,,0
16129,12/15/2000,3:00 PM,3o mins.,St. Thomas ,ON,Canada,42.7777214,-81.1826527,2,Two barrel shaped objects that were rotating and giving off reflective flashes about every 2 to 3 seconds and drifting against the wind,2,Cylinder,Date is approximate.  PD,,,0
36168,8/25/1999,11:00 PM,30 seconds,Hamilton ,ON,Canada,43.2557206,-79.8711024,2,2 small lights (like stars) which were very high up and moved in rapid and highly erratic patterns,2,Light,Date is approximate.  PD,,,0
38861,3/6/2004,8:00 PM,1 minute,Mississauga ,ON,Canada,43.5890452,-79.6441198,2,Saw bright lights in the sky on an unusually warm March night.,2,Light,Date is approximate.  PD,,,0
36915,6/6/1963,4:00 PM,several minutes,Calgary (east of) ,AB,Canada,51.0463759,-114.0505705,2,I noticed a long silvery cigar shaped object,1,Cigar,Date is approximate.  PD,,,0
36682,7/15/2003,3:00 PM,5 minutes,Waterdown ,ON,Canada,43.3247102,-79.9030371,2,Cigar shaped object spotted by Canadian teachers in Ontario,1,Cigar,Date is approximate.  PD,,,0
35713,3/19/2004,10:30 PM,3 seconds,Victoria ,BC,Canada,48.4284207,-123.3656444,2,long  cigar shaped bright green object flying from east to west,1,Cigar,Date is approximate.  PD,,,0
30601,6/1/1980,11:00 PM,5 min,Southmountain ,ON,Canada,44.986308,-75.448092,2,A round Ball OF Light 20 feet above ground 2 field lenghts away from my car,1,Circle,Date is approximate.  PD,,,0
24465,12/17/1994,8:00 PM,5 mins,Montreal ,QC,Canada,45.5018869,-73.5673919,2,hovering craft,1,Circle,Date is approximate.  PD,,,0
33569,7/27/1998,1:00 PM,five minutes,Kamloops ,BC,Canada,50.674522,-120.3272674,2,"A  saucer like object appeared in the sky, but my video camera shut down and stopped working.",1,Circle,Date is approximate.  PD,,,0
16296,6/1/1951,7:00 AM,30 minutes,Brandon ,MB,Canada,49.8437486,-99.9514807,2,"Circular Craft and Man in Black Sighted in Summer of 1951 at Brandon, Manitoba, Canada",1,Disk,Date is approximate.  PD,,,0
24037,6/15/1963,9:00 PM,approx. 1 hr.,Nanaimo ,BC,Canada,49.1658836,-123.9400647,2,Unidentifiable Elipitcal object,1,Disk,Date is approximate.  PD,,,0
31464,7/1/1982,9:00 PM,15 minutes,Oxdrift ,ON,Canada,49.8151211,-92.9814406,2,I saw something in the sky one night when I was a child and I do not know what it could have been.,1,Disk,Date is approximate.  PD,,,0
26491,6/2/1997,3:32 PM,5 mins,Windsor ,ON,Canada,42.3149367,-83.0363633,2,"i remember it just being there, it hovered and made NO sound and then i was like scared, i didnt know what it was, and My friend was wi",1,Disk,Date is approximate.  PD,,,0
38951,6/8/1998,4:00 AM,10 minutes,Winnipeg ,MB,Canada,49.8954221,-97.1385145,2,at 4 am by a military airport a circular object with 5 flashing white lights was watched for 10 min fly across sky then disappear,1,Disk,Date is approximate.  PD,,,0
28090,9/25/2001,2:00 PM,1min.,Burns Lake ,BC,Canada,54.2334148,-125.763613,2,saw one chrome saucer hovering looked away for a second and it dissappeared,1,Disk,Date is approximate.  PD,,,0
27040,12/29/2001,12:00 AM,15,Richmond Hill ,ON,Canada,43.8828401,-79.4402808,2,A soucer dissapearing infront of our very eyes,1,Disk,Date is approximate.  PD,,,0
17382,7/15/1977,11:30 PM,3 to 5 minutes,Douglas ,ON,Canada,45.508593,-76.938432,2,"A light, like a star, moving erratically, stoopng, then shooting off beyond the horizon.",1,Light,Date is approximate.  PD,,,0
22417,4/15/1998,10:00 PM,5 Min,Halls Lake (Big Hawk Lake) ,ON,Canada,45.161522,-78.7382072,2,Brilliant White Light Moving Oddly Over Lake In Northern Ontario 1998,1,Light,Date is approximate.  PD,,,0
22004,8/20/1998,11:00 PM,several minutes,Toronto ,ON,Canada,43.653226,-79.3831843,2,Light following/circles Aircraft,1,Light,Date is approximate.  PD,,,0
33056,11/5/2003,9:00 PM,10 secs,Toronto ,ON,Canada,43.653226,-79.3831843,2,"Light swooped in, I was on highway 400 north at exit 88.

 Light was Greenish blue about400 feet off the ground, thought it was going",1,Light,Date is approximate.  PD,,,0
34587,1/2/2004,9:00 PM,1 hour,Lameque ,NB,Canada,47.7934207,-64.6478984,2,FLYING OBJECT  WITH CHANGING LIGHTS  AND  CHANGING COLOR,1,Light,Date is approximate.  PD,,,0
34983,8/8/1978,8:00 PM,30 minitues+,Aokville ,ON,Canada,43.467517,-79.6876659,2,red hypnotic light in the sky at night.,1,Other,Date is approximate.  PD,,,0
16436,12/27/1995,3:00 AM,5-15mins,Winnipeg ,MB,Canada,49.8954221,-97.1385145,2,Weird lights over Winnipeg,1,Other,Date is approximate.  PD,,,0
27057,6/15/1991,11:50 PM,1 minute,Singhampton ,ON,Canada,44.350193,-80.248215,2,Mother Ship?,1,Rectangle,Date is approximate.  PD,,,0
24338,7/9/2002,7:00 PM,one minute,Sudbury ,ON,Canada,46.4917317,-80.993029,2,"Spotted a rectangular-like object, pure white in colour in Sudbury, Ont. Canada on July 9 or 10 at around 19:00.",1,Rectangle,Date is approximate.  PD,,,0
37094,7/5/1973,3:00 PM,20-30 seconds,Dryden ,ON,Canada,49.7800938,-92.8369592,2,silver ball with a yellow ring at the mid piont of the sphere  hovering and then departing south at a fantastic rate.,1,Sphere,Date is approximate.  PD,,,0
35035,5/15/1988,12:00 AM,3 minutes,Cambridge ,ON,Canada,43.3616211,-80.3144276,2,"Orange sphere flew over head that was completely silent, and made two perfect 90 degree turns",1,Sphere,Date is approximate.  PD,,,0
38638,7/15/1999,10:30 AM,8 sec,Ste-Martine ,QC,Canada,45.2532382,-73.797663,2,weird bleu cercle,1,Sphere,Date is approximate.  PD,,,0
40705,4/20/2004,1:30 AM,2 minutes,Moncton ,NB,Canada,46.0878165,-64.7782313,2,Sphere with bright headlight.,1,Sphere,Date is approximate.  PD,,,0
16446,9/1/1974,4:00 PM,4 to 5 minutes,Elmira ,ON,Canada,43.6004074,-80.5629846,2,it made no sound as the silver/grey craft slowly moved across the partly cloudy summer day sky,1,Triangle,Date is approximate.  PD,,,0
87005,6/30/1986,3:30 PM,30 minuts,New Brunswick ,ON,Canada,46.5653163,-66.4619164,2,Enormous black triangular low and slow moving ufo over trans canada high way observed for 30 minutes and very close,1,Triangle,Date is approximate.  PD,,,0
23183,11/9/1993,9:00 PM,1/2 hour,LaPrairie (Montreal) ,QC,Canada,45.4806293,-73.5658185,2,Landed triangle flyed over us.,1,Triangle,Date is approximate.  PD,,,0
